,mark,price,produced_year,imported_year,type,hurd,hodolguur,distance_num,motor_vol
2967,Toyota Aqua,15.5,2012,2022,Суудлын тэрэг,False,Бензин,190000.0,1.0
2968,Toyota Land Cruiser 200,149.0,2016,2016,Жийп,True,Дизель,154000.0,4.0
2969,Toyota Prius 40,29.5,2012,2023,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
2970,Toyota Kluger,33.0,2005,2023,Жийп,False,Хайбрид,130000.0,3.0
2971,Toyota Hilux,80.0,2006,2023,Жийп,False,Бензин,19000.0,4.0
2972,Toyota Harrier,56.8,2015,2022,Жийп,False,Хайбрид,168000.0,2.0
2973,Toyota Aqua,18.3,2012,2024,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
2974,Subaru Impreza,13.8,2013,2019,Суудлын тэрэг,False,Бензин,11111.0,1.0
2975,Lexus RX,97.0,2017,2024,Жийп,False,Хайбрид,117400.0,3.0
2976,Mazda Tribute,11.5,2003,2012,Жийп,False,Бензин,270000.0,2.0
2977,Lexus RX,65.0,2014,2022,Жийп,False,Хайбрид,189000.0,3.0
2978,Toyota Harrier,40.0,2007,2023,Жийп,False,Хайбрид,110000.0,3.0
2979,Toyota Harrier,33.5,2005,2021,Жийп,False,Хайбрид,168000.0,3.0
2980,Mercedes-Benz E-Class,38.3,2013,2018,Суудлын тэрэг,True,Бензин,110000.0,3.0
2981,Hyundai Sonata,9.5,2010,2017,Суудлын тэрэг,True,Газ,500000.0,2.0
2982,Lexus RX,66.0,2014,2021,Суудлын тэрэг,True,Хайбрид,62500.0,3.0
2983,Hyundai Sonata,13.0,2011,2015,Суудлын тэрэг,True,Газ,160000.0,2.0
2984,Toyota Alphard,16.5,2005,2019,Гэр бүлийн,False,Бензин,130000.0,1.0
2985,Toyota Sai,24.0,2011,2021,Суудлын тэрэг,False,Хайбрид,200000.0,2.0
2986,Toyota Prius 30,17.0,2010,2020,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
2987,Toyota Prius 20,12.5,2009,2016,Суудлын тэрэг,False,Хайбрид,111111.0,1.0
2988,Toyota Prius 40,32.5,2014,2024,Суудлын тэрэг,False,Бензин,115582.0,1.0
2989,Toyota Prius 30,23.5,2014,2022,Суудлын тэрэг,False,Хайбрид,220000.0,1.0
2990,Toyota Prius 40,28.9,2012,2024,Суудлын тэрэг,False,Хайбрид,159000.0,1.0
2991,Toyota Prius 30,16.8,2010,2019,Суудлын тэрэг,False,Хайбрид,1088.0,1.0
2992,Lexus RX,93.0,2016,2020,Жийп,True,Бензин,96000.0,3.0
2993,Toyota Land Cruiser Prado,80.0,2011,2021,Жийп,False,Бензин,94000.0,2.0
2994,Toyota Aqua,15.0,2012,2022,Суудлын тэрэг,False,Бензин,173000.0,1.0
2995,Toyota Sai,34.5,2013,2024,Суудлын тэрэг,False,Хайбрид,174000.0,2.0
2996,Toyota Camry,39.0,2012,2024,Суудлын тэрэг,True,Хайбрид,140000.0,2.0
2997,Toyota Sai,21.0,2010,2020,Суудлын тэрэг,False,Бензин,130000.0,2.0
2998,Subaru XV Crosstrek,50.0,2018,2023,Жийп,False,Бензин,38000.0,2.0
2999,Toyota Axio,7.5,2007,2013,Суудлын тэрэг,False,Бензин,22000.0,1.0
3000,Toyota Prius 40,25.8,2012,2022,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
3001,Lexus RX,92.0,2016,2019,Суудлын тэрэг,True,Бензин,77492.0,3.0
3002,Toyota Harrier,45.0,2006,2024,Жийп,False,Хайбрид,192000.0,3.0
3003,Lexus GS,48.8,2012,2024,Суудлын тэрэг,False,Хайбрид,167000.0,3.0
3004,Toyota Crown,41.0,2014,2022,Суудлын тэрэг,False,Бензин,1800000.0,2.0
3005,Toyota Prius 30,13.5,2009,2017,Суудлын тэрэг,False,Бензин,300000.0,1.0
3006,Toyota Crown,28.8,2011,2024,Суудлын тэрэг,False,Хайбрид,160000.0,3.0
3007,Toyota Prius 10,5.5,2001,2015,Суудлын тэрэг,False,Хайбрид,11111.0,1.0
3008,Toyota Prius 55,33.5,2018,2024,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
3009,Toyota Prius 30,22.5,2011,2024,Суудлын тэрэг,False,Хайбрид,171000.0,1.0
3010,Toyota Harrier,26.8,2006,2018,Гэр бүлийн,False,Хайбрид,180000.0,3.0
3011,Ford Expedition,40.0,2010,2010,Жийп,True,Бензин,100000.0,5.0
3012,Lexus NX,105.0,2017,2023,Жийп,True,Хайбрид,80000.0,2.0
3013,Toyota Prius 20,12.5,2007,2017,Суудлын тэрэг,False,Бензин,228000.0,1.0
3014,Hyundai Sonata,30.0,2016,2024,Суудлын тэрэг,True,Бензин,132119.0,2.0
3015,Kia Optima/K5,7.5,2010,2017,Суудлын тэрэг,True,Газ,40000000.0,5.0
3016,Lexus RX,55.0,2009,2023,Жийп,False,Хайбрид,120000.0,3.0
3017,Lexus RX,63.5,2014,2024,Жийп,False,Хайбрид,96500.0,3.0
3018,Toyota Land Cruiser Prado,105.0,2018,2024,Жийп,False,Бензин,91000.0,2.0
3019,Toyota Prius 30,18.0,2011,2020,Суудлын тэрэг,False,Хайбрид,125000.0,1.0
3020,Toyota Crown,24.8,2010,2022,Суудлын тэрэг,False,Хайбрид,180000.0,3.0
3021,Toyota Prius 20,22.5,2004,2024,Суудлын тэрэг,False,Хайбрид,33000.0,1.0
3022,Toyota Kluger,110.0,2021,2022,Жийп,False,Хайбрид,42400.0,2.0
3023,Volkswagen Passat,48.0,2015,2023,Суудлын тэрэг,True,Бензин,85000.0,1.0
3024,Toyota Harrier,56.0,2015,2024,Суудлын тэрэг,False,Бензин,92000.0,2.0
3025,Toyota Prius 30,14.9,2010,2018,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
3026,Toyota Prius 30,16.0,2011,2019,Суудлын тэрэг,False,Хайбрид,159400.0,1.0
3027,Toyota Land Cruiser 200,175.0,2018,2018,Жийп,True,Дизель,59000.0,4.0
3028,Toyota Prius 20,10.8,2007,2016,Суудлын тэрэг,False,Бензин,50000.0,1.0
3029,Toyota Crown,38.0,2013,2024,Суудлын тэрэг,False,Хайбрид,150000.0,2.0
3030,Toyota Aqua,14.5,2015,2021,Суудлын тэрэг,False,Бензин,200000.0,1.0
3031,Toyota Prius 30,15.0,2010,2017,Суудлын тэрэг,False,Бензин,260000.0,1.0
3032,Toyota Prius 30,26.0,2015,2024,Суудлын тэрэг,False,Хайбрид,81000.0,1.0
3033,Toyota Land Cruiser 200,138.0,2014,2023,Жийп,False,Бензин,100000.0,4.0
3034,Toyota Prius 30,21.0,2023,2023,Суудлын тэрэг,False,Бензин,50000.0,1.0
3035,Chevrolet Van,12.0,2001,2010,Суудлын тэрэг,True,Бензин,100000.0,5.0
3036,Lexus LX,280.0,2018,2018,Жийп,True,Бензин,60000.0,5.0
3037,Toyota Harrier,35.0,2007,2021,Жийп,False,Хайбрид,137000.0,3.0
3038,Toyota Aqua,19.5,2015,2022,Суудлын тэрэг,False,Бензин,140000.0,1.0
3039,Volkswagen Tiguan,24.0,2012,2012,Жийп,True,Бензин,73000.0,2.0
3040,Toyota RAV4,81.0,2021,2022,Жийп,False,Хайбрид,20000.0,2.0
3041,Toyota Prius 20,15.5,2005,2021,Суудлын тэрэг,False,Хайбрид,177777.0,1.0
3042,Toyota Prius 20,17.5,2007,2022,Суудлын тэрэг,False,Хайбрид,185000.0,1.0
3043,Toyota Vellfire,40.0,2009,2024,Гэр бүлийн,False,Бензин,167000.0,2.0
3044,Toyota Sai,27.0,2010,2024,Суудлын тэрэг,False,Хайбрид,183700.0,2.0
3045,Toyota Prius 40,24.0,2013,2022,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3046,Toyota Prius 30,14.5,2009,2018,Суудлын тэрэг,False,Хайбрид,290000.0,1.0
3047,Toyota Aqua,13.5,2012,2021,Суудлын тэрэг,False,Хайбрид,138000.0,1.0
3048,Toyota Crown,34.9,2013,2023,Суудлын тэрэг,False,Хайбрид,20000.0,2.0
3049,Toyota Alphard,50.0,2014,2024,Гэр бүлийн,False,Бензин,156000.0,2.0
3050,Toyota Fielder,26.0,2017,2023,Гэр бүлийн,False,Хайбрид,189000.0,1.0
3051,Toyota Crown,59.0,2016,2023,Суудлын тэрэг,False,Хайбрид,93000.0,2.0
3052,Toyota Prius 50,31.0,2016,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
3053,Lexus RX,60.0,2011,2024,Жийп,False,Хайбрид,83000.0,3.0
3054,Lexus LX,205.0,2016,2016,Жийп,True,Дизель,122000.0,4.0
3055,Toyota Prius 30,25.3,2011,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
3056,Toyota Prius 30,23.8,2011,2024,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
3057,Toyota Prius 30,24.8,2010,2024,Суудлын тэрэг,False,Хайбрид,111111.0,1.0
3058,Toyota Land Cruiser 200,110.0,2015,2015,Жийп,True,Бензин,160000.0,4.0
3059,Lexus LS,98.0,2018,2023,Суудлын тэрэг,False,Хайбрид,66000.0,3.0
3060,Toyota Prius 40,29.3,2011,2024,Суудлын тэрэг,False,Хайбрид,136000.0,1.0
3061,Toyota Prius 40,26.0,2013,2024,Суудлын тэрэг,False,Хайбрид,256000.0,1.0
3062,Toyota Vellfire,31.8,2014,2024,Гэр бүлийн,False,Хайбрид,141000.0,1.0
3063,Honda Insight,5.8,2009,2019,Суудлын тэрэг,False,Хайбрид,210000.0,1.0
3064,Toyota Prius 30,16.5,2010,2019,Суудлын тэрэг,False,Бензин,50000.0,1.0
3065,Toyota Prius 40,22.0,2011,2019,Суудлын тэрэг,False,Хайбрид,21600000.0,1.0
3066,Mercedes-Benz E-Class,140.0,2018,2024,Суудлын тэрэг,True,Бензин,62000.0,2.0
3067,Toyota Prius 30,24.2,2013,2024,Суудлын тэрэг,False,Хайбрид,165000.0,1.0
3068,Toyota Alphard,25.8,2007,2022,Гэр бүлийн,False,Хайбрид,226000.0,2.0
3069,Chevrolet Бусад,48.0,2018,2022,Жийп,True,Бензин,30000.0,1.0
3070,Toyota Alphard,15.0,2008,2015,Гэр бүлийн,False,Хайбрид,200000.0,1.0
3071,Toyota Prius 40,29.0,2014,2023,Суудлын тэрэг,False,Хайбрид,138000.0,1.0
3072,Toyota Prius 40,23.5,2011,2021,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
3073,Lexus RX,56.8,2010,2024,Суудлын тэрэг,False,Бензин,161000.0,
3074,Subaru Forester,30.0,2013,2019,Суудлын тэрэг,False,Бензин,200000.0,2.0
3075,SsangYong Rexton,20.0,2011,2011,Жийп,True,Бензин,127000.0,3.0
3076,Toyota Prius 20,14.3,2007,2018,Суудлын тэрэг,False,Бензин,140000.0,1.0
3077,Lada Niva,30.0,2020,2020,Жийп,True,Бензин,400000.0,1.0
3078,Nissan Murano,23.0,2011,2019,Жийп,False,Бензин,150000.0,2.0
3079,Toyota Prius 20,18.5,2006,2021,Суудлын тэрэг,False,Бензин,2000.0,1.0
3080,Toyota Aqua,9.8,2012,2018,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3081,Toyota Aqua,11.5,2013,2018,Суудлын тэрэг,False,Бензин,1000000.0,1.0
3082,Subaru Бусад,48.0,2014,2023,Суудлын тэрэг,False,Бензин,109224.0,2.0
3083,Toyota Prius 20,16.0,2008,2019,Суудлын тэрэг,False,Бензин,172000.0,
3084,Hyundai Santa-Fe,42.0,2013,2013,Жийп,True,Бензин,78000.0,2.0
3085,Toyota Harrier,41.0,2007,2023,Жийп,False,Хайбрид,110000.0,3.0
3086,Toyota Estima,16.0,2008,2019,Гэр бүлийн,False,Хайбрид,1000.0,2.0
3087,Toyota Prius 30,17.0,2012,2019,Суудлын тэрэг,False,Бензин,2400000.0,1.0
3088,Toyota Prius 40,37.5,2016,2023,Суудлын тэрэг,False,Бензин,120000.0,1.0
3089,Porsche Cayenne,315.0,2022,2023,Жийп,True,Бензин,4700.0,2.0
3090,Toyota Harrier,46.0,2008,2023,Жийп,False,Хайбрид,216000.0,3.0
3091,Toyota Succeed,23.5,2018,2024,Суудлын тэрэг,False,Бензин,174000.0,1.0
3092,Toyota Prius 20,12.0,2006,2016,Суудлын тэрэг,False,Бензин,50000.0,1.0
3093,Toyota Prius 40,24.7,2013,2024,Суудлын тэрэг,False,Хайбрид,270000.0,1.0
3094,Volkswagen Touareg,30.0,2008,2011,Жийп,True,Бензин,166000.0,3.0
3095,Toyota Crown,50.0,2014,2022,Суудлын тэрэг,False,Бензин,180000.0,3.0
3096,Toyota Prius 30,21.5,2010,2024,Суудлын тэрэг,False,Хайбрид,208000.0,1.0
3097,Toyota Harrier,62.0,2014,2024,Жийп,False,Хайбрид,187000.0,2.0
3098,Toyota Aqua,17.0,2013,2023,Суудлын тэрэг,False,Хайбрид,73000.0,1.0
3099,Toyota Prius 40,27.0,2013,2022,Суудлын тэрэг,False,Хайбрид,157242.0,1.0
3100,Lexus LX,108.0,2011,2012,Жийп,True,Бензин,120000.0,5.0
3101,Toyota Harrier,44.0,2007,2023,Жийп,False,Бензин,90000.0,3.0
3102,Toyota Prius 40,28.8,2013,2024,Гэр бүлийн,False,Хайбрид,112000.0,1.0
3103,Toyota Land Cruiser 200,170.0,2016,2016,Жийп,True,Дизель,120000.0,4.0
3104,Lexus NX,85.0,2018,2023,Жийп,False,Бензин,52000.0,2.0
3105,Lexus RX,99.0,2016,2023,Суудлын тэрэг,False,Хайбрид,177000.0,3.0
3106,Lexus RX,63.0,2014,2021,Жийп,False,Хайбрид,14659.0,3.0
3107,Toyota Vellfire,39.0,2012,2022,Гэр бүлийн,False,Бензин,149000.0,2.0
3108,Hyundai Sonata,6.0,2010,2016,Суудлын тэрэг,True,Газ,2000000.0,1.0
3109,Hyundai Sonata,9.5,2013,2018,Суудлын тэрэг,True,Газ,411068.0,2.0
3110,Toyota Harrier,41.0,2007,2023,Жийп,False,Бензин,115000.0,2.0
3111,Mitsubishi Delica,12.0,2000,2006,Суудлын тэрэг,False,Бензин,123456.0,3.0
3112,Toyota Harrier,34.8,2007,2022,Жийп,False,Бензин,70000.0,2.0
3113,Toyota Prius 40,30.0,2012,2024,Гэр бүлийн,False,Хайбрид,160000.0,1.0
3114,Toyota Prius 20,8.5,2003,2015,Суудлын тэрэг,False,Хайбрид,100000.0,1.0
3115,Toyota Camry,49.0,2016,2024,Суудлын тэрэг,True,Бензин,63000.0,2.0
3116,Toyota Fielder,26.9,2017,2024,Суудлын тэрэг,False,Бензин,111111.0,1.0
3117,Toyota Harrier,18.5,2005,2015,Гэр бүлийн,False,Бензин,210000.0,2.0
3118,Toyota Camry,26.5,2013,2019,Суудлын тэрэг,False,Бензин,24500.0,2.0
3119,Toyota Бусад,24.0,2001,2005,Жийп,False,Бензин,224602.0,3.0
3120,Toyota Prius 30,21.5,2011,2024,Суудлын тэрэг,False,Хайбрид,108000.0,1.0
3121,Lexus RX,55.0,2009,2024,Жийп,False,Хайбрид,180000.0,3.0
3122,Toyota Crown,48.0,2016,2024,Суудлын тэрэг,False,Хайбрид,149000.0,2.0
3123,Ford F-сери,250.0,2020,2020,Жийп,True,Бензин,120000.0,3.0
3124,Toyota Land Cruiser 200,138.0,2020,2020,Жийп,True,Бензин,80000.0,4.0
3125,Toyota Prius 30,21.5,2010,2024,Суудлын тэрэг,False,Хайбрид,174000.0,1.0
3126,Toyota Kluger,115.0,2021,2023,Жийп,False,Хайбрид,37700.0,2.0
3127,Lexus RX,160.0,2017,2023,Жийп,True,Бензин,59578.0,3.0
3128,Toyota Camry,32.0,2012,2024,Суудлын тэрэг,False,Хайбрид,132000.0,2.0
3129,Nissan NV200,15.0,2012,2024,Суудлын тэрэг,False,Бензин,194000.0,1.0
3130,Kia Бусад,5.0,2006,2012,Суудлын тэрэг,True,Газ,2258989.0,1.0
3131,Lexus HS,27.0,2010,2022,Суудлын тэрэг,False,Хайбрид,150000.0,2.0
3132,Toyota Probox,21.88,2017,2024,Суудлын тэрэг,False,Бензин,280300.0,1.0
3133,Toyota Prius 40,31.0,2011,2024,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
3134,Toyota Prius 20,22.0,2007,2024,Суудлын тэрэг,False,Хайбрид,132000.0,1.0
3135,Toyota Prius 40,31.5,2013,2024,Суудлын тэрэг,False,Хайбрид,113000.0,1.0
3136,Toyota Prius 30,26.5,2012,2023,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
3137,Toyota Prius 30,23.9,2013,2023,Суудлын тэрэг,False,Хайбрид,225000.0,1.0
3138,Toyota Prius 20,11.5,2007,2015,Суудлын тэрэг,False,Бензин,160000.0,1.0
3139,Toyota Prius 20,13.5,2007,2017,Суудлын тэрэг,False,Бензин,210000.0,1.0
3140,Toyota Prius 30,19.0,2014,2020,Суудлын тэрэг,True,Бензин,1800.0,1.0
3141,Toyota Harrier,33.0,2008,2018,Суудлын тэрэг,False,Хайбрид,209000.0,3.0
3142,Toyota Vellfire,49.8,2013,2023,Гэр бүлийн,False,Хайбрид,181000.0,2.0
3143,Toyota Aqua,15.8,2014,2023,Суудлын тэрэг,False,Бензин,1420000.0,1.0
3144,Toyota Prius 30,22.5,2013,2024,Суудлын тэрэг,False,Хайбрид,138000.0,1.0
3145,Toyota Prius 30,25.5,2014,2024,Суудлын тэрэг,False,Хайбрид,134000.0,1.0
3146,Lexus HS,30.5,2010,2022,Суудлын тэрэг,False,Хайбрид,90000.0,2.0
3147,Hyundai Sonata,16.5,2015,2020,Суудлын тэрэг,True,Газ,120000.0,2.0
3148,BMW 5-сери,108.0,2017,2021,Суудлын тэрэг,False,Бензин,100000.0,2.0
3149,Toyota Camry,28.8,2012,2024,Суудлын тэрэг,False,Хайбрид,183551.0,2.0
3150,Subaru Forester,35.0,2013,2023,Жийп,False,Бензин,140000.0,2.0
3151,Ford Everest,25.0,2012,2013,Жийп,True,Дизель,250000.0,2.0
3152,Honda Civic,3.5,2001,2010,Суудлын тэрэг,False,Бензин,200000.0,1.0
3153,Mercedes-Benz C-Class,42.9,2014,2024,Суудлын тэрэг,False,Бензин,56900.0,1.0
3154,Lexus RX,105.0,2016,2024,Жийп,False,Хайбрид,158000.0,3.0
3155,Toyota Crown,36.0,2013,2019,Суудлын тэрэг,False,Хайбрид,180000.0,2.0
3156,Mercedes-Benz E-Class,58.0,2013,2023,Суудлын тэрэг,True,Бензин,90000.0,3.0
3157,Toyota Land Cruiser 105,48.0,2006,2006,Жийп,True,Бензин,200000.0,4.0
3158,Toyota Land Cruiser 300,219.0,2024,2024,Жийп,True,Бензин,50000.0,4.0
3159,Mercedes-Benz E-Class,40.0,2012,2022,Суудлын тэрэг,True,Бензин,89000.0,3.0
3160,Toyota Aqua,14.5,2015,2020,Суудлын тэрэг,False,Бензин,50000.0,1.0
3161,Mitsubishi Delica,16.8,2008,2018,Гэр бүлийн,False,Бензин,201000.0,2.0
3162,Lexus RX,57.0,2011,2023,Гэр бүлийн,False,Бензин,190000.0,3.0
3163,Toyota RAV4,120.0,2021,2021,Жийп,True,Бензин,17000.0,2.0
3164,Toyota Land Cruiser 200,105.0,2014,2014,Жийп,True,Бензин,130000.0,4.0
3165,Toyota Land Cruiser 300,210.0,2023,2023,Жийп,True,Бензин,2000.0,4.0
3166,Toyota Land Cruiser 200,115.0,2012,2013,Жийп,True,Дизель,140000.0,4.0
3167,Toyota Prius 40,24.0,2013,2022,Суудлын тэрэг,False,Хайбрид,233000.0,1.0
3168,Toyota Prius 30,17.3,2011,2018,Суудлын тэрэг,False,Хайбрид,199000.0,1.0
3169,Toyota Prius 40,27.0,2013,2023,Гэр бүлийн,False,Хайбрид,220000.0,2.0
3170,Toyota Prius 30,19.0,2010,2019,Суудлын тэрэг,False,Хайбрид,144000.0,1.0
3171,Honda Insight,6.2,2009,2019,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
3172,Toyota Camry,27.0,2013,2021,Суудлын тэрэг,False,Хайбрид,200000.0,2.0
3173,Land Rover Defender,380.0,2021,2022,Жийп,True,Бензин,33800.0,3.0
3174,Toyota Land Cruiser 100,63.0,2006,2009,Жийп,True,Дизель,130000.0,4.0
3175,Nissan X-Trail,33.0,2015,2021,Жийп,True,Бензин,9000.0,2.0
3176,Lexus LX,560.0,2023,2023,Жийп,True,Бензин,400000.0,3.0
3177,Toyota Prius 30,17.5,2013,2020,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
3178,Toyota Prius 30,14.5,2009,2017,Суудлын тэрэг,False,Бензин,100000.0,2.0
3179,Toyota Prius 40,29.5,2012,2024,Суудлын тэрэг,False,Хайбрид,97008.0,1.0
3180,Toyota Tacoma,155.0,2020,2023,Жийп,True,Бензин,61000.0,3.0
3181,Toyota Prius 30,20.0,2010,2023,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3182,Nissan Murano,10.0,2009,2012,Гэр бүлийн,False,Бензин,10000.0,3.0
3183,Toyota Aqua,14.8,2012,2022,Суудлын тэрэг,False,Бензин,1800000.0,1.0
3184,Hyundai Santa-Fe,13.0,2010,2014,Гэр бүлийн,True,Дизель,240000.0,2.0
3185,Toyota Prius 20,10.0,2004,2015,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
3186,Toyota Estima,26.5,2009,2023,Гэр бүлийн,False,Хайбрид,250000.0,2.0
3187,Toyota Prius 30,26.5,2012,2024,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
3188,Toyota Prius 20,13.5,2009,2015,Суудлын тэрэг,False,Хайбрид,165000.0,1.0
3189,Toyota Prius 30,22.3,2010,2024,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
3190,Toyota Prius 40,28.0,2016,2021,Суудлын тэрэг,False,Хайбрид,224000.0,1.0
3191,Toyota Land Cruiser 105,70.0,2005,2005,Жийп,True,Бензин,190000.0,4.0
